CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2014-3-4,13,s1_below_10,6,4,s3_n5_4,-2,62,s3_49_71,33,1017,s3_1005_1025,1013,31,s3_15_23,10,50,s3_22_28,71,s1_below_4,2,,s3_183_297
2014-3-5,17,s2_10_14,6,8,s3_n5_4,3,100,s3_49_71,27,1022,s3_1005_1025,1013,31,s3_15_23,10,26,s2_12_22,,s1_below_4,1,,s2_104_183
2014-3-6,22,s2_10_14,2,5,s3_n5_4,0,100,s3_49_71,15,1025,s3_1005_1025,1016,31,s4_23_up,23,16,s1_below_12,26,s1_below_4,,,s4_297_up
2014-3-7,19,s2_10_14,3,5,s3_n5_4,1,93,s3_49_71,24,1027,s3_1005_1025,1021,31,s4_23_up,21,13,s1_below_12,24,s1_below_4,,,s1_below_104
2014-3-8,21,s2_10_14,2,4,s3_n5_4,-6,100,s3_49_71,8,1027,s3_1005_1025,1018,31,s4_23_up,14,13,s1_below_12,27,s1_below_4,,,s1_below_104
2014-3-9,19,s1_below_10,1,1,s3_n5_4,-7,87,s2_35_49,11,1028,s3_1005_1025,1021,31,s4_23_up,31,16,s1_below_12,40,s1_below_4,,,s1_below_104
2014-3-10,20,s1_below_10,0,3,s3_n5_4,-4,87,s2_35_49,15,1027,s3_1005_1025,1016,31,s4_23_up,18,11,s1_below_12,,s1_below_4,,,s4_297_up
2014-3-11,19,s2_10_14,4,1,s3_n5_4,-4,61,s2_35_49,11,1023,s3_1005_1025,1016,31,s4_23_up,19,14,s1_below_12,,s1_below_4,,,s1_below_104
2014-3-12,18,s1_below_10,2,3,s3_n5_4,-2,87,s3_49_71,16,1028,s3_1005_1025,1020,31,s3_15_23,10,19,s1_below_12,29,s1_below_4,2,,s4_297_up
2014-3-13,14,s1_below_10,2,3,s3_n5_4,-1,87,s3_49_71,32,1029,s4_1025_up,1024,31,s3_15_23,10,19,s1_below_12,,s1_below_4,2,,s1_below_104
2014-3-14,17,s1_below_10,2,4,s3_n5_4,-2,93,s3_49_71,19,1030,s4_1025_up,1023,31,s3_15_23,10,11,s1_below_12,,s1_below_4,,,s4_297_up
2014-3-15,21,s2_10_14,1,4,s3_n5_4,-2,87,s2_35_49,11,1031,s4_1025_up,1024,31,s4_23_up,16,19,s1_below_12,,s1_below_4,,,s4_297_up
2014-3-16,24,s2_10_14,3,3,s3_n5_4,-1,75,s2_35_49,12,1028,s3_1005_1025,1019,31,s4_23_up,21,13,s1_below_12,,s1_below_4,,,s4_297_up
2014-3-17,24,s2_10_14,4,5,s3_n5_4,-1,81,s2_35_49,14,1026,s3_1005_1025,1017,31,s4_23_up,18,14,s1_below_12,37,s1_below_4,,,s3_183_297
2014-3-18,24,s2_10_14,4,5,s3_n5_4,0,87,s2_35_49,11,1023,s3_1005_1025,1016,31,s3_15_23,10,14,s1_below_12,34,s1_below_4,1,,s4_297_up
2014-3-19,22,s3_14_24,11,7,s3_n5_4,2,71,s2_35_49,19,1024,s3_1005_1025,1017,31,s3_15_23,10,16,s1_below_12,,s1_below_4,5,Rain,s1_below_104
2014-3-20,23,s2_10_14,7,8,s4_4_up,3,87,s3_49_71,21,1021,s3_1005_1025,1015,31,s3_15_23,10,24,s1_below_12,24,s1_below_4,1,,s4_297_up
2014-3-21,20,s2_10_14,9,11,s4_4_up,-1,88,s3_49_71,21,1021,s3_1005_1025,1015,31,s2_3_15,6,29,s1_below_12,66,s1_below_4,1,,s3_183_297
2014-3-22,16,s2_10_14,9,10,s3_n5_4,-3,88,s3_49_71,21,1018,s3_1005_1025,1012,31,s3_15_23,10,47,s3_22_28,58,s1_below_4,5,Rain,s3_183_297
2014-3-23,14,s1_below_10,4,-2,s3_n5_4,-5,57,s2_35_49,16,1023,s3_1005_1025,1017,31,s3_15_23,10,26,s2_12_22,,s1_below_4,2,,s3_183_297
2014-3-24,14,s1_below_10,-1,6,s3_n5_4,-3,86,s3_49_71,32,1024,s3_1005_1025,1016,31,s3_15_23,10,37,s1_below_12,55,s1_below_4,5,,s3_183_297
2014-3-25,14,s1_below_10,5,6,s3_n5_4,-2,87,s3_49_71,26,1023,s3_1005_1025,1014,31,s3_15_23,4,52,s4_28_up,77,s1_below_4,4,Rain,s3_183_297
2014-3-26,14,s1_below_10,4,3,s3_n5_4,-3,81,s3_49_71,24,1018,s3_1005_1025,1011,31,s3_15_23,10,45,s3_22_28,63,s1_below_4,3,Rain,s4_297_up
2014-3-27,13,s1_below_10,-1,1,s3_n5_4,-3,93,s3_49_71,24,1018,s3_1005_1025,1007,31,s3_15_23,10,23,s1_below_12,55,s1_below_4,3,,s3_183_297
2014-3-28,16,s1_below_10,3,3,s3_n5_4,0,87,s3_49_71,24,1009,s3_1005_1025,1004,31,s3_15_23,10,32,s2_12_22,,s1_below_4,2,,s1_below_104
2014-3-29,13,s1_below_10,7,9,s3_n5_4,0,100,s3_49_71,41,1009,s2_991_1005,1002,31,s2_3_15,3,27,s1_below_12,,s1_below_4,6,Rain,s4_297_up
2014-3-30,14,s2_10_14,7,8,s4_4_up,3,100,s4_71_up,39,1015,s3_1005_1025,1008,31,s2_3_15,5,21,s1_below_12,48,s2_4_17,6,Rain,s2_104_183
2014-3-31,16,s2_10_14,7,10,s4_4_up,5,100,s4_71_up,48,1016,s3_1005_1025,1010,31,s2_3_15,3,19,s1_below_12,37,s1_below_4,5,Rain,s2_104_183
2014-4-1,20,s2_10_14,8,9,s4_4_up,3,100,s3_49_71,22,1012,s3_1005_1025,1004,31,s2_3_15,10,42,s2_12_22,60,s1_below_4,2,,s2_104_183
2014-4-2,14,s2_10_14,8,10,s4_4_up,3,100,s3_49_71,39,1006,s2_991_1005,999,31,s3_15_23,4,34,s2_12_22,29,s2_4_17,6,Rain-Thunderstorm,s2_104_183
2014-4-3,16,s2_10_14,8,8,s3_n5_4,1,100,s3_49_71,25,1009,s2_991_1005,1000,31,s2_3_15,3,34,s2_12_22,50,s1_below_4,3,,s3_183_297
2014-4-4,17,s2_10_14,8,8,s3_n5_4,0,82,s3_49_71,25,1020,s3_1005_1025,1010,31,s3_15_23,10,29,s2_12_22,40,s1_below_4,3,,s3_183_297
2014-4-5,21,s3_14_24,11,13,s4_4_up,8,94,s4_71_up,52,1021,s3_1005_1025,1018,31,s3_15_23,10,16,s1_below_12,32,s1_below_4,5,,s3_183_297
2014-4-6,23,s3_14_24,8,13,s4_4_up,7,100,s4_71_up,33,1023,s3_1005_1025,1016,31,s3_15_23,3,19,s1_below_12,40,s1_below_4,3,Fog,s3_183_297
2014-4-7,25,s3_14_24,8,13,s4_4_up,7,93,s3_49_71,26,1021,s3_1005_1025,1014,31,s4_23_up,10,16,s1_below_12,40,s1_below_4,2,,s3_183_297
2014-4-8,26,s3_14_24,9,11,s4_4_up,5,87,s3_49_71,19,1023,s3_1005_1025,1016,31,s4_23_up,10,13,s1_below_12,,s1_below_4,1,,s4_297_up
2014-4-9,27,s3_14_24,9,11,s4_4_up,4,87,s3_49_71,14,1023,s3_1005_1025,1015,31,s4_23_up,23,16,s1_below_12,35,s1_below_4,,,s4_297_up
2014-4-10,28,s3_14_24,11,10,s4_4_up,2,76,s2_35_49,15,1021,s3_1005_1025,1010,31,s3_15_23,10,24,s1_below_12,48,s1_below_4,1,,s3_183_297
2014-4-11,26,s3_14_24,10,11,s4_4_up,3,82,s2_35_49,15,1016,s3_1005_1025,1008,31,s3_15_23,10,26,s1_below_12,50,s1_below_4,1,,s3_183_297
2014-4-12,24,s3_14_24,13,11,s4_4_up,5,72,s3_49_71,20,1020,s3_1005_1025,1010,31,s3_15_23,10,29,s1_below_12,53,s1_below_4,2,,s1_below_104
2014-4-13,25,s3_14_24,8,10,s4_4_up,6,93,s3_49_71,20,1023,s3_1005_1025,1014,31,s4_23_up,14,11,s1_below_12,29,s1_below_4,,,s2_104_183
2014-4-14,26,s3_14_24,9,9,s4_4_up,4,87,s3_49_71,16,1019,s3_1005_1025,1012,31,s3_15_23,10,23,s1_below_12,53,s1_below_4,2,,s1_below_104
2014-4-15,27,s3_14_24,13,10,s4_4_up,4,77,s2_35_49,17,1017,s3_1005_1025,1011,31,s3_15_23,10,34,s1_below_12,,s1_below_4,1,Thunderstorm,s1_below_104
2014-4-16,27,s3_14_24,9,10,s4_4_up,4,87,s2_35_49,15,1020,s3_1005_1025,1013,31,s3_15_23,10,16,s1_below_12,34,s1_below_4,1,,s3_183_297
2014-4-17,29,s3_14_24,12,11,s4_4_up,2,82,s2_35_49,14,1020,s3_1005_1025,1012,31,s3_15_23,10,19,s1_below_12,,s1_below_4,1,,s4_297_up
2014-4-18,28,s3_14_24,8,5,s3_n5_4,-2,66,s1_below_35,10,1017,s3_1005_1025,1007,31,s4_23_up,10,19,s1_below_12,,s1_below_4,1,,s4_297_up
2014-4-19,24,s3_14_24,9,14,s4_4_up,4,76,s3_49_71,30,1012,s3_1005_1025,1001,31,s3_15_23,10,34,s1_below_12,60,s1_below_4,4,,s3_183_297
2014-4-20,19,s2_10_14,10,8,s4_4_up,0,82,s3_49_71,19,1004,s2_991_1005,1000,31,s3_15_23,10,37,s3_22_28,50,s1_below_4,3,,s3_183_297
2014-4-21,14,s2_10_14,11,11,s4_4_up,8,100,s4_71_up,57,1008,s2_991_1005,1001,31,s2_3_15,6,23,s1_below_12,37,s1_below_4,5,Rain,s3_183_297
2014-4-22,19,s2_10_14,8,9,s4_4_up,4,93,s3_49_71,33,1018,s3_1005_1025,1008,31,s3_15_23,3,27,s1_below_12,55,s1_below_4,2,Fog,s3_183_297
2014-4-23,21,s2_10_14,7,9,s4_4_up,5,93,s3_49_71,30,1022,s3_1005_1025,1017,31,s3_15_23,10,29,s2_12_22,53,s1_below_4,2,,s3_183_297
2014-4-24,18,s2_10_14,9,12,s4_4_up,-2,94,s3_49_71,27,1020,s3_1005_1025,1013,31,s2_3_15,4,47,s2_12_22,63,s2_4_17,4,Rain-Thunderstorm,s3_183_297
2014-4-25,18,s2_10_14,7,4,s3_n5_4,-3,66,s2_35_49,18,1023,s3_1005_1025,1018,31,s3_15_23,10,32,s3_22_28,47,s1_below_4,2,,s3_183_297
2014-4-26,19,s2_10_14,9,12,s4_4_up,4,88,s3_49_71,47,1022,s3_1005_1025,1014,31,s3_15_23,5,35,s2_12_22,58,s1_below_4,3,,s3_183_297
2014-4-27,21,s2_10_14,8,9,s3_n5_4,-3,67,s2_35_49,13,1020,s3_1005_1025,1015,31,s4_23_up,10,29,s2_12_22,47,s1_below_4,4,,s3_183_297
2014-4-28,25,s3_14_24,11,8,s4_4_up,3,76,s2_35_49,15,1018,s3_1005_1025,1012,31,s3_15_23,10,27,s2_12_22,47,s1_below_4,1,,s3_183_297
2014-4-29,26,s3_14_24,8,8,s4_4_up,1,87,s2_35_49,12,1017,s3_1005_1025,1011,31,s3_15_23,10,27,s1_below_12,34,s1_below_4,1,,s4_297_up
2014-4-30,25,s3_14_24,9,9,s4_4_up,3,82,s2_35_49,16,1017,s3_1005_1025,1011,31,s3_15_23,10,24,s1_below_12,35,s1_below_4,1,,s4_297_up
2014-5-1,27,s3_14_24,9,9,s4_4_up,0,82,s2_35_49,15,1018,s3_1005_1025,1011,31,s3_15_23,10,26,s1_below_12,35,s1_below_4,1,,s4_297_up
2014-5-2,22,s3_14_24,11,7,s3_n5_4,-1,76,s2_35_49,13,1020,s3_1005_1025,1015,31,s4_23_up,23,32,s1_below_12,,s1_below_4,8,,s1_below_104
2014-5-3,24,s3_14_24,6,4,s3_n5_4,1,76,s2_35_49,13,1021,s3_1005_1025,1012,31,s4_23_up,27,27,s2_12_22,,s1_below_4,,,s1_below_104
2014-5-4,27,s3_14_24,6,3,s3_n5_4,-10,71,s1_below_35,4,1018,s3_1005_1025,1009,31,s4_23_up,19,13,s1_below_12,27,s1_below_4,,,s2_104_183
2014-5-5,29,s3_14_24,8,4,s3_n5_4,-1,66,s1_below_35,7,1016,s3_1005_1025,1008,31,s4_23_up,31,16,s1_below_12,35,s1_below_4,,,s3_183_297
2014-5-6,30,s3_14_24,11,8,s4_4_up,0,67,s2_35_49,8,1017,s3_1005_1025,1011,31,s4_23_up,19,23,s1_below_12,47,s1_below_4,8,,s3_183_297
2014-5-7,27,s3_14_24,14,9,s4_4_up,0,67,s2_35_49,10,1019,s3_1005_1025,1014,31,s4_23_up,26,10,s1_below_12,,s1_below_4,8,,s1_below_104
2014-5-8,29,s3_14_24,12,11,s4_4_up,4,72,s2_35_49,15,1020,s3_1005_1025,1013,31,s3_15_23,10,13,s1_below_12,,s1_below_4,2,,s4_297_up
2014-5-9,31,s3_14_24,13,12,s4_4_up,4,77,s2_35_49,10,1022,s3_1005_1025,1014,31,s3_15_23,10,23,s1_below_12,,s1_below_4,1,,s4_297_up
2014-5-10,32,s3_14_24,14,11,s4_4_up,5,68,s2_35_49,14,1021,s3_1005_1025,1012,31,s4_23_up,10,21,s1_below_12,39,s1_below_4,1,,s3_183_297
2014-5-11,29,s3_14_24,15,10,s4_4_up,1,67,s1_below_35,9,1019,s3_1005_1025,1012,31,s4_23_up,10,23,s1_below_12,,s1_below_4,1,,s4_297_up
2014-5-12,30,s3_14_24,11,10,s4_4_up,-1,76,s2_35_49,9,1017,s3_1005_1025,1008,31,s4_23_up,10,27,s1_below_12,32,s1_below_4,1,,s3_183_297
2014-5-13,24,s3_14_24,11,6,s3_n5_4,-1,71,s2_35_49,12,1025,s3_1005_1025,1014,31,s4_23_up,26,23,s2_12_22,35,s1_below_4,,,s1_below_104
2014-5-14,27,s3_14_24,7,4,s3_n5_4,-6,53,s1_below_35,5,1029,s3_1005_1025,1019,31,s4_23_up,10,23,s2_12_22,45,s1_below_4,1,,s1_below_104
2014-5-15,28,s3_14_24,9,5,s3_n5_4,-6,58,s1_below_35,9,1025,s3_1005_1025,1014,31,s4_23_up,16,21,s1_below_12,42,s1_below_4,,,s1_below_104
2014-5-16,28,s3_14_24,10,3,s3_n5_4,-10,47,s1_below_35,5,1020,s3_1005_1025,1009,31,s4_23_up,31,19,s1_below_12,,s1_below_4,,,s1_below_104
2014-5-17,27,s3_14_24,10,3,s3_n5_4,-11,43,s1_below_35,6,1016,s3_1005_1025,1007,31,s3_15_23,10,16,s1_below_12,35,s1_below_4,1,,s1_below_104
2014-5-18,27,s3_14_24,8,2,s3_n5_4,-3,62,s1_below_35,8,1015,s3_1005_1025,1003,31,s4_23_up,10,21,s1_below_12,40,s1_below_4,1,,s2_104_183
2014-5-19,23,s3_14_24,14,10,s4_4_up,1,59,s2_35_49,15,1007,s2_991_1005,1001,31,s3_15_23,10,42,s2_12_22,71,s1_below_4,3,Rain,s3_183_297
2014-5-20,20,s3_14_24,11,9,s3_n5_4,1,76,s2_35_49,19,1010,s3_1005_1025,1005,31,s3_15_23,10,35,s2_12_22,60,s1_below_4,5,,s3_183_297
2014-5-21,19,s2_10_14,9,9,s4_4_up,1,87,s3_49_71,22,1012,s3_1005_1025,1003,31,s3_15_23,6,45,s2_12_22,71,s2_4_17,5,Rain,s3_183_297
2014-5-22,19,s2_10_14,8,8,s4_4_up,3,87,s3_49_71,26,1015,s3_1005_1025,1012,31,s3_15_23,10,35,s2_12_22,66,s1_below_4,4,,s3_183_297
2014-5-23,20,s3_14_24,11,11,s3_n5_4,-3,82,s3_49_71,13,1016,s3_1005_1025,1012,31,s3_15_23,8,32,s2_12_22,45,s1_below_4,4,Rain,s3_183_297
2014-5-24,23,s3_14_24,9,4,s3_n5_4,-1,71,s2_35_49,12,1016,s3_1005_1025,1009,31,s3_15_23,10,21,s1_below_12,45,s1_below_4,2,,s3_183_297
2014-5-25,24,s3_14_24,11,8,s3_n5_4,1,82,s2_35_49,15,1016,s3_1005_1025,1011,31,s3_15_23,0,27,s2_12_22,55,s1_below_4,2,,s3_183_297
2014-5-26,24,s3_14_24,8,6,s3_n5_4,-5,71,s2_35_49,8,1020,s3_1005_1025,1015,31,s3_15_23,10,21,s1_below_12,,s1_below_4,1,,s4_297_up
2014-5-27,24,s3_14_24,13,6,s3_n5_4,1,58,s1_below_35,14,1019,s3_1005_1025,1013,31,s3_15_23,10,21,s1_below_12,42,s1_below_4,4,,s3_183_297
2014-5-28,23,s3_14_24,13,11,s4_4_up,4,88,s3_49_71,25,1018,s3_1005_1025,1012,31,s3_15_23,9,35,s2_12_22,50,s1_below_4,4,Rain,s3_183_297
2014-5-29,24,s3_14_24,10,9,s4_4_up,4,87,s3_49_71,19,1019,s3_1005_1025,1015,31,s3_15_23,10,21,s1_below_12,45,s1_below_4,2,,s3_183_297
2014-5-30,24,s3_14_24,15,9,s4_4_up,2,63,s2_35_49,16,1020,s3_1005_1025,1015,31,s3_15_23,10,26,s2_12_22,,s1_below_4,3,,s1_below_104
2014-5-31,22,s3_14_24,9,7,s3_n5_4,1,71,s2_35_49,18,1021,s3_1005_1025,1015,31,s3_15_23,10,26,s2_12_22,45,s1_below_4,3,Rain,s1_below_104
2014-6-1,26,s3_14_24,11,7,s4_4_up,2,71,s2_35_49,13,1022,s3_1005_1025,1015,31,s3_15_23,10,27,s2_12_22,34,s1_below_4,3,,s1_below_104
2014-6-2,28,s3_14_24,9,6,s3_n5_4,-3,71,s2_35_49,6,1022,s3_1005_1025,1013,31,s4_23_up,18,24,s1_below_12,29,s1_below_4,,,s1_below_104
2014-6-3,30,s3_14_24,11,7,s3_n5_4,2,58,s1_below_35,10,1020,s3_1005_1025,1009,31,s4_23_up,31,24,s1_below_12,60,s1_below_4,,,s3_183_297
2014-6-4,29,s3_14_24,16,9,s4_4_up,3,59,s1_below_35,14,1015,s3_1005_1025,1008,31,s3_15_23,10,27,s2_12_22,45,s1_below_4,1,,s3_183_297
2014-6-5,28,s3_14_24,13,7,s3_n5_4,-7,59,s1_below_35,5,1014,s3_1005_1025,1007,31,s4_23_up,10,26,s2_12_22,63,s1_below_4,1,,s3_183_297
2014-6-6,31,s3_14_24,13,8,s4_4_up,2,51,s1_below_35,13,1012,s3_1005_1025,1005,31,s3_15_23,10,37,s1_below_12,69,s1_below_4,1,,s3_183_297
2014-6-7,28,s3_14_24,16,11,s4_4_up,6,63,s2_35_49,17,1018,s3_1005_1025,1010,31,s3_15_23,10,24,s2_12_22,48,s1_below_4,2,,s3_183_297
2014-6-8,31,s3_14_24,12,9,s4_4_up,5,72,s2_35_49,11,1019,s3_1005_1025,1012,31,s4_23_up,31,23,s1_below_12,35,s1_below_4,,,s3_183_297
2014-6-9,30,s3_14_24,16,8,s4_4_up,3,55,s1_below_35,12,1018,s3_1005_1025,1011,31,s4_23_up,10,23,s1_below_12,45,s1_below_4,1,Thunderstorm,s3_183_297
2014-6-10,30,s3_14_24,13,8,s4_4_up,5,67,s1_below_35,12,1019,s3_1005_1025,1012,31,s4_23_up,10,16,s1_below_12,39,s1_below_4,2,,s3_183_297
2014-6-11,32,s3_14_24,17,17,s4_4_up,7,89,s3_49_71,14,1025,s3_1005_1025,1016,31,s3_15_23,8,47,s1_below_12,60,s1_below_4,3,Rain-Thunderstorm,s1_below_104
2014-6-12,33,s3_14_24,16,17,s4_4_up,7,94,s3_49_71,11,1024,s3_1005_1025,1015,31,s3_15_23,8,16,s1_below_12,,s1_below_4,1,Rain-Thunderstorm,s4_297_up
2014-6-13,35,s4_24_up,16,14,s4_4_up,8,82,s2_35_49,12,1022,s3_1005_1025,1012,31,s3_15_23,10,26,s1_below_12,,s1_below_4,1,Rain-Thunderstorm,s1_below_104
2014-6-14,34,s4_24_up,19,10,s4_4_up,-1,52,s1_below_35,6,1019,s3_1005_1025,1008,31,s4_23_up,10,34,s2_12_22,50,s1_below_4,1,,s1_below_104
2014-6-15,30,s3_14_24,12,7,s3_n5_4,1,55,s1_below_35,8,1018,s3_1005_1025,1009,31,s4_23_up,23,27,s2_12_22,53,s1_below_4,,,s1_below_104
2014-6-16,27,s3_14_24,12,6,s3_n5_4,2,58,s1_below_35,12,1018,s3_1005_1025,1010,31,s3_15_23,10,24,s2_12_22,42,s1_below_4,1,,s1_below_104
2014-6-17,29,s3_14_24,13,8,s4_4_up,2,63,s1_below_35,11,1017,s3_1005_1025,1009,31,s3_15_23,10,21,s1_below_12,39,s1_below_4,1,,s1_below_104
2014-6-18,32,s3_14_24,15,9,s4_4_up,1,55,s1_below_35,7,1017,s3_1005_1025,1009,31,s4_23_up,31,21,s1_below_12,35,s1_below_4,,,s4_297_up
2014-6-19,33,s4_24_up,18,19,s4_4_up,1,88,s2_35_49,14,1018,s3_1005_1025,1009,31,s3_15_23,8,27,s1_below_12,42,s1_below_4,2,Rain-Thunderstorm,s2_104_183
2014-6-20,31,s3_14_24,18,18,s4_4_up,9,83,s2_35_49,17,1017,s3_1005_1025,1008,31,s3_15_23,10,26,s1_below_12,42,s1_below_4,1,Rain,s2_104_183
2014-6-21,29,s3_14_24,19,12,s4_4_up,3,53,s1_below_35,12,1017,s3_1005_1025,1010,31,s3_15_23,10,26,s2_12_22,42,s1_below_4,2,,s3_183_297
2014-6-22,29,s3_14_24,14,8,s4_4_up,5,59,s1_below_35,13,1018,s3_1005_1025,1012,31,s3_15_23,10,16,s1_below_12,39,s1_below_4,1,,s3_183_297
2014-6-23,31,s3_14_24,14,10,s4_4_up,2,63,s1_below_35,10,1019,s3_1005_1025,1010,31,s3_15_23,10,34,s1_below_12,53,s1_below_4,2,,s2_104_183
2014-6-24,22,s3_14_24,16,14,s4_4_up,8,88,s3_49_71,28,1018,s3_1005_1025,1013,31,s3_15_23,10,26,s1_below_12,37,s1_below_4,3,Rain,s4_297_up
2014-6-25,28,s3_14_24,16,12,s4_4_up,4,77,s2_35_49,14,1017,s3_1005_1025,1011,31,s3_15_23,10,16,s1_below_12,35,s1_below_4,4,,s4_297_up
2014-6-26,29,s3_14_24,16,15,s4_4_up,7,88,s2_35_49,19,1017,s3_1005_1025,1011,31,s3_15_23,8,26,s1_below_12,55,s1_below_4,2,Rain-Thunderstorm,s3_183_297
2014-6-27,32,s3_14_24,14,11,s4_4_up,4,67,s2_35_49,11,1019,s3_1005_1025,1010,31,s3_15_23,10,27,s1_below_12,53,s1_below_4,1,,s3_183_297
2014-6-28,31,s3_14_24,14,10,s4_4_up,3,59,s1_below_35,10,1017,s3_1005_1025,1009,31,s4_23_up,10,42,s2_12_22,60,s1_below_4,1,,s3_183_297
2014-6-29,29,s3_14_24,16,11,s3_n5_4,-5,59,s1_below_35,6,1020,s3_1005_1025,1013,31,s3_15_23,10,29,s2_12_22,,s1_below_4,1,,s4_297_up
2014-6-30,31,s3_14_24,13,7,s3_n5_4,-3,55,s1_below_35,6,1020,s3_1005_1025,1010,31,s4_23_up,26,26,s1_below_12,55,s1_below_4,,,s3_183_297
2014-7-1,28,s3_14_24,16,10,s4_4_up,2,48,s1_below_35,12,1015,s3_1005_1025,1008,31,s3_15_23,10,39,s2_12_22,61,s1_below_4,1,,s3_183_297
2014-7-2,28,s3_14_24,14,13,s4_4_up,2,68,s1_below_35,10,1019,s3_1005_1025,1010,31,s3_15_23,10,27,s1_below_12,48,s1_below_4,2,Rain-Thunderstorm,s2_104_183
2014-7-3,23,s3_14_24,9,17,s4_4_up,8,100,s4_71_up,40,1019,s3_1005_1025,1014,31,s2_3_15,4,52,s1_below_12,40,s3_17_24,3,Rain-Hail-Thunderstorm,s1_below_104
2014-7-4,30,s3_14_24,12,13,s4_4_up,8,100,s3_49_71,16,1019,s3_1005_1025,1012,31,s3_15_23,3,21,s1_below_12,26,s1_below_4,2,,s3_183_297
2014-7-5,32,s3_14_24,15,13,s4_4_up,6,82,s2_35_49,13,1019,s3_1005_1025,1009,31,s3_15_23,10,26,s1_below_12,47,s1_below_4,1,,s3_183_297
2014-7-6,27,s3_14_24,18,14,s4_4_up,5,68,s2_35_49,19,1016,s3_1005_1025,1010,31,s4_23_up,10,34,s2_12_22,53,s1_below_4,3,,s3_183_297
2014-7-7,28,s3_14_24,17,14,s4_4_up,3,82,s2_35_49,13,1020,s3_1005_1025,1013,31,s3_15_23,10,23,s2_12_22,45,s1_below_4,2,,s4_297_up
2014-7-8,31,s3_14_24,13,9,s4_4_up,5,67,s2_35_49,11,1021,s3_1005_1025,1012,31,s4_23_up,31,21,s1_below_12,47,s1_below_4,,,s4_297_up
2014-7-9,29,s3_14_24,16,11,s4_4_up,5,68,s2_35_49,14,1020,s3_1005_1025,1013,31,s4_23_up,16,23,s2_12_22,45,s1_below_4,,,s1_below_104
2014-7-10,30,s3_14_24,13,6,s3_n5_4,-2,59,s1_below_35,7,1021,s3_1005_1025,1013,31,s4_23_up,26,26,s2_12_22,35,s1_below_4,,,s1_below_104
2014-7-11,32,s3_14_24,13,9,s3_n5_4,1,52,s1_below_35,7,1021,s3_1005_1025,1011,31,s4_23_up,23,24,s1_below_12,,s1_below_4,,,s1_below_104
2014-7-12,32,s3_14_24,14,9,s4_4_up,-1,63,s1_below_35,6,1020,s3_1005_1025,1010,31,s4_23_up,31,19,s1_below_12,27,s1_below_4,,,s1_below_104
2014-7-13,34,s4_24_up,16,10,s4_4_up,4,63,s1_below_35,8,1019,s3_1005_1025,1009,31,s4_23_up,24,27,s1_below_12,39,s1_below_4,,,s4_297_up
2014-7-14,36,s4_24_up,18,12,s4_4_up,3,56,s1_below_35,7,1019,s3_1005_1025,1010,31,s4_23_up,18,13,s1_below_12,39,s1_below_4,,,s4_297_up
2014-7-15,37,s4_24_up,19,14,s4_4_up,1,60,s1_below_35,6,1020,s3_1005_1025,1011,31,s4_23_up,10,21,s1_below_12,50,s1_below_4,1,,s3_183_297
2014-7-16,38,s4_24_up,19,14,s4_4_up,3,56,s1_below_35,6,1020,s3_1005_1025,1010,31,s4_23_up,10,23,s1_below_12,34,s1_below_4,1,,s2_104_183
2014-7-17,38,s4_24_up,19,12,s4_4_up,-1,46,s1_below_35,4,1020,s3_1005_1025,1011,31,s4_23_up,14,26,s1_below_12,47,s1_below_4,,,s3_183_297
2014-7-18,37,s4_24_up,21,12,s4_4_up,2,35,s1_below_35,9,1016,s3_1005_1025,1006,31,s3_15_23,10,32,s2_12_22,50,s1_below_4,4,,s3_183_297
2014-7-19,24,s3_14_24,19,12,s4_4_up,2,60,s2_35_49,10,1016,s3_1005_1025,1009,31,s3_15_23,10,35,s2_12_22,58,s1_below_4,4,,s3_183_297
2014-7-20,27,s3_14_24,17,13,s4_4_up,4,68,s2_35_49,14,1021,s3_1005_1025,1014,31,s3_15_23,10,24,s2_12_22,47,s1_below_4,2,,s3_183_297
2014-7-21,32,s3_14_24,14,10,s4_4_up,6,67,s2_35_49,13,1023,s3_1005_1025,1014,31,s4_23_up,19,14,s1_below_12,,s1_below_4,,,s4_297_up
2014-7-22,35,s4_24_up,17,11,s4_4_up,3,59,s1_below_35,8,1020,s3_1005_1025,1008,31,s4_23_up,31,14,s1_below_12,29,s1_below_4,,,s4_297_up
2014-7-23,37,s4_24_up,18,9,s4_4_up,1,38,s1_below_35,6,1015,s3_1005_1025,1004,31,s4_23_up,27,23,s1_below_12,42,s1_below_4,,,s3_183_297
2014-7-24,36,s4_24_up,21,11,s4_4_up,6,46,s1_below_35,8,1012,s3_1005_1025,1004,31,s4_23_up,10,19,s1_below_12,42,s1_below_4,1,,s3_183_297
2014-7-25,35,s4_24_up,18,11,s4_4_up,-3,49,s1_below_35,4,1013,s3_1005_1025,1005,31,s4_23_up,23,19,s1_below_12,42,s1_below_4,,,s3_183_297
